,student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
27680,27681,45,Female,USA,Tablet,58.37,5.23,5,23.60448725391505,339.7580934517265,9,14,6,58.56,0.5,6.267790467258632,36.06765392302577,1
27681,27682,29,Female,USA,Mobile,42.43,10.69,12,69.53460077605226,33.33533224548978,0,5,6,69.65,0.79,4.573676661227449,42.24742883372145,0
27682,27683,20,Male,Canada,Laptop,48.29,9.89,4,35.83038739675784,439.1019568587132,8,9,5,59.39,0.57,7.762509784293565,29.327759527232374,1
27686,27687,49,Female,USA,Laptop,45.62,9.01,12,67.4771473511224,370.0875479346207,3,1,1,50.2,0.72,5.353437739673104,24.60223146145485,0
27688,27689,36,Male,Canada,Mobile,29.94,10.59,4,37.609449260256646,305.2229415559047,3,0,4,83.19,0.62,6.103114707779523,44.03615284295607,0
27689,27690,24,Female,India,Tablet,42.03,6.39,4,36.991591259404586,401.1425433127145,8,11,4,62.59,0.54,6.322712716563571,31.846359692629484,1
27691,27692,22,Female,India,Mobile,55.46,17.58,1,43.89677833675232,242.4770879266339,3,14,4,76.3,0.97,7.886385439633169,41.155625731891455,0
27692,27693,43,Female,USA,Laptop,45.12,10.59,6,27.16773057367771,141.30071732002216,0,3,6,57.39,0.64,5.083503586600111,30.053012189402025,0
27693,27694,25,Male,USA,Tablet,68.13,17.59,6,41.569502291966224,366.5955399868444,9,8,4,65.0,0.59,9.709977699934225,28.03298265674546,1
27694,27695,38,Female,USA,Laptop,37.04,2.59,11,60.3872761798344,267.6744158082705,3,5,2,59.5,0.6,3.1153720790413524,33.55916961283406,0
27695,27696,33,Female,USA,Tablet,51.54,7.88,3,35.49014571001403,389.1254295599201,1,4,2,70.17,0.53,4.909627147799601,31.890705656326663,1
27697,27698,36,Female,India,Mobile,47.94,6.85,14,42.320569117358666,455.8752087819445,9,0,2,71.96,0.68,6.534376043909722,35.30350033388913,0
27701,27702,22,Female,Canada,Tablet,54.84,11.82,1,56.902325610546136,279.8115235596249,1,3,7,56.69,0.48,6.545057617798125,32.6972203753667,1
27702,27703,40,Female,Canada,Mobile,47.8,5.1,7,56.32037923470494,197.96870400695235,1,9,6,75.21,0.73,3.919843520034762,40.40995799682116,0
27703,27704,28,Male,Canada,Tablet,57.86,13.98,2,55.6857421831504,363.2864232966506,0,1,5,57.23,0.85,7.010432116483253,30.301529939550704,0
27705,27706,42,Male,USA,Mobile,82.55,6.88,10,44.53598729964881,284.61099774751807,3,11,6,74.3,0.93,5.28705498873759,42.88103389921163,0
27707,27708,40,Male,India,Mobile,-1.12,11.46,7,54.51095127373523,227.67583791396055,5,9,4,83.05,0.87,6.3763791895698025,44.28664284384928,0
27708,27709,44,Female,India,Laptop,56.19,6.58,6,52.753224299677214,295.3766775969989,1,7,3,53.99,0.73,4.250883387984995,31.693390634329575,0
27709,27710,26,Male,India,Mobile,60.36,13.3,3,35.396998127052285,481.8647130415345,1,13,5,80.71,0.99,7.599323565207673,41.20571624407092,0
27711,27712,37,Female,USA,Mobile,26.44,8.82,8,34.03152212892487,232.67841475986995,6,6,6,74.62,0.85,6.20939207379935,39.85800062022825,0
27712,27713,18,Male,Canada,Tablet,43.73,9.68,4,25.075364597902315,337.9470548321527,3,6,1,71.85,0.6,5.393735274160764,37.81436967464808,0
27713,27714,25,Male,Canada,Mobile,38.41,5.13,2,56.56261545099605,512.0390678495619,4,5,4,84.1,0.72,5.699195339247809,39.87974397963687,0
27714,27715,20,Male,USA,Tablet,44.83,11.93,5,19.7633149967303,217.7565269717748,6,4,7,70.76,0.59,7.267782634858874,35.34103867679544,1
27716,27717,47,Male,Canada,Laptop,66.94,5.05,1,20.65591059047111,254.2427856991636,9,5,3,65.38,0.45,5.1862139284958175,27.916270527711355,1
27718,27719,44,Female,Canada,Tablet,48.14,10.25,13,43.035119440880166,390.1830830044036,8,11,1,72.99,0.42,6.825915415022018,33.28473345827507,1
27719,27720,36,Female,USA,Tablet,70.54,14.31,2,41.15657740423068,239.6570251119373,0,13,7,48.77,0.95,6.891285125559687,21.0609988876955,0
27720,27721,28,Male,India,Tablet,53.84,10.61,2,22.494071758891558,426.14523985000665,4,3,7,64.24,0.8,7.513726199250033,31.47258722458084,0
27726,27727,41,Male,USA,Mobile,36.1,13.57,12,42.018630863106814,362.1754641307109,2,10,3,47.57,0.68,6.881877320653555,24.66394924181545,0
27727,27728,44,Male,Canada,Laptop,53.74,11.1,1,27.233405248060315,349.32904834874694,2,12,4,69.13,0.93,6.276645241743735,40.48915045874632,0
27728,27729,40,Female,Canada,Laptop,65.05,7.23,3,48.33280644556292,467.68850077706304,5,9,7,81.15,0.85,6.907442503885315,40.72741870413449,0
27733,27734,43,Male,USA,Laptop,48.82,13.23,3,58.48340319183487,441.9638973021741,0,7,7,76.53,0.87,7.57881948651087,45.71985828248321,0
27734,27735,43,Male,India,Laptop,76.28,10.82,9,19.64639253705957,70.51435075327967,7,13,5,86.48,0.89,5.998571753766399,48.45510673164214,0
27739,27740,30,Male,India,Tablet,58.82,13.28,14,11.394067597160277,403.69510174544206,8,5,2,64.1,0.65,8.00247550872721,32.914990875903456,0
27741,27742,25,Male,Canada,Laptop,33.64,14.91,13,42.70959773890833,375.8462342629315,6,4,7,73.76,0.51,8.952231171314658,43.73704628603873,1
27742,27743,32,Male,USA,Tablet,77.56,10.06,14,23.69813136653445,427.1494179557391,4,4,1,79.69,0.57,6.153747089778696,53.23018428621108,1
27743,27744,30,Female,Canada,Mobile,32.02,11.8,13,52.088716676581775,375.81267234896205,9,12,5,69.07,0.71,8.219063361744809,33.96369435803466,0
27744,27745,18,Male,Canada,Tablet,46.22,5.78,10,70.98232437723858,352.0375774465029,1,8,5,88.92,0.84,4.6941878872325145,47.918707300262646,0
27745,27746,39,Female,USA,Mobile,48.34,6.95,8,16.731307266377428,300.68340008212425,5,4,1,78.48,1.0,4.788417000410622,37.81408079576901,0
27746,27747,23,Male,India,Mobile,16.06,9.76,9,34.60292567252609,368.2178874201644,2,0,4,89.36,0.62,5.969089437100822,43.23937732132148,0
27747,27748,48,Male,Canada,Mobile,26.56,6.96,3,54.09554905194471,282.34146091869616,0,5,3,74.91,0.98,4.0997073045934815,44.74621554183827,0
27748,27749,28,Male,India,Laptop,18.62,7.03,3,31.062564674794736,258.8876983643163,7,11,2,96.07,0.53,5.203438491821582,47.99337110125338,1
27749,27750,30,Female,USA,Laptop,51.52,10.7,12,65.17468079693465,162.4489310300071,0,11,6,63.18,0.47,5.222244655150035,38.60706228896483,1
27751,27752,37,Male,Canada,Mobile,23.37,6.85,12,18.452350258007964,65.80640192072136,2,10,2,67.25,0.49,3.184032009603606,29.36963198558079,1
27752,27753,18,Female,Canada,Mobile,53.59,8.02,1,53.32305147937416,325.76408223556814,0,3,4,62.38,0.55,4.83482041117784,32.77512996900848,1
27753,27754,28,Female,USA,Mobile,43.15,12.22,13,31.30356259550355,419.36643806841744,9,1,6,63.99,0.78,8.762832190342086,26.58831077335905,0
27754,27755,43,Female,USA,Mobile,61.51,3.47,10,57.70771360746188,347.6438671737564,3,1,6,58.54,0.49,4.579219335868782,31.26615748254461,1
27756,27757,49,Female,USA,Mobile,39.21,9.1,2,55.8720272865358,237.8516635013071,6,1,6,65.59,0.66,6.319258317506535,38.5195948163732,0
27761,27762,36,Female,USA,Laptop,43.17,11.65,4,50.94517410961335,315.8060844881132,0,5,1,93.04,0.42,5.274030422440567,42.90222448240558,1
27764,27765,45,Female,Canada,Laptop,49.27,12.17,5,28.37325769693711,308.88941659096884,2,1,4,64.01,0.44,6.395447082954844,31.16672053548019,1
27766,27767,40,Male,USA,Tablet,47.66,11.04,8,33.63994086829121,478.936575135205,7,5,1,75.09,0.79,7.306682875676025,47.05405791079074,0
27770,27771,39,Male,Canada,Tablet,27.89,2.96,13,45.31468835239447,296.0871950645241,0,1,2,49.44,0.58,2.7684359753226206,24.116192590924168,1
27771,27772,33,Female,USA,Tablet,39.4,14.43,1,80.7006591595914,119.80868951441629,3,2,2,77.93,0.76,5.928043447572081,39.45915878703032,0
27772,27773,29,Female,India,Laptop,46.09,9.74,10,30.06102567457521,446.0602505101848,4,5,4,65.69,0.88,6.752301252550923,38.41606100941252,0
27774,27775,23,Female,Canada,Mobile,39.29,15.7,2,42.89016978449589,248.92722353942435,5,12,1,82.38,0.8,7.154636117697122,41.85692361345925,0
27779,27780,31,Male,USA,Mobile,71.29,6.19,14,21.940173403938697,266.5794200054516,3,7,1,34.58,0.84,3.989897100027258,21.434618057265197,0
27780,27781,43,Female,Canada,Tablet,59.69,4.2,12,58.66980078506798,350.2283632594746,2,10,4,96.7,0.42,4.211141816297373,51.87537762491475,1
27783,27784,47,Female,Canada,Mobile,56.25,5.26,7,16.899693934641636,319.8311830050305,8,6,3,52.71,0.81,5.377155915025153,24.005192458670315,0
27785,27786,42,Female,USA,Laptop,62.36,14.26,13,16.68441012272013,455.2563526991818,2,7,7,70.44,0.52,8.354281763495909,31.99971682392212,1
27788,27789,19,Male,Canada,Laptop,53.01,5.33,13,57.01239253281615,472.5915354279422,2,4,2,97.0,0.6,4.761957677139711,49.35570984332024,0
27789,27790,33,Male,India,Mobile,45.12,3.29,2,16.155347179379092,501.7095821662672,9,9,7,77.87,0.68,6.695547910831336,39.0452018234217,0
27793,27794,28,Female,USA,Mobile,30.63,15.77,10,66.24520041382637,411.6806341826836,3,5,7,73.5,0.99,8.789403170913419,35.22737249872761,0
27794,27795,33,Male,India,Laptop,31.34,8.43,5,28.809797580511763,468.6371449825309,6,6,7,75.82,0.96,7.472185724912655,37.16850268026669,0
27797,27798,35,Female,USA,Tablet,36.82,11.55,2,35.65187784835452,521.052257177218,9,0,4,103.84,0.55,8.67026128588609,42.47351947290627,1
27803,27804,35,Female,India,Mobile,51.59,12.15,11,47.33098700420096,339.71019171316414,1,5,1,69.73,0.51,5.743550958565821,38.79693334700107,1
27804,27805,22,Female,USA,Tablet,56.73,15.79,3,22.25311553519253,375.07446206496655,4,13,4,90.72,0.64,8.212372310324833,42.67751973584205,0
27806,27807,46,Female,USA,Laptop,39.42,3.33,2,28.355516537583547,341.12387707159485,1,6,6,91.22,0.98,4.104619385357974,46.95891283064315,0
27808,27809,45,Male,India,Laptop,63.72,16.02,4,47.53200885718828,497.5230027103421,3,8,5,60.79,0.72,8.89361501355171,30.70233432760016,0
27809,27810,43,Male,USA,Tablet,38.86,6.94,5,37.44686492113927,201.15285878398663,9,10,3,64.18,0.81,5.487764293919932,31.805881953128107,0
27810,27811,25,Female,India,Laptop,37.26,10.78,2,28.23608371356972,94.47550316880772,8,1,3,56.43,0.76,5.906377515844039,40.78480278536525,0
27811,27812,20,Male,India,Laptop,10.64,15.72,11,45.45486530215403,235.90914648649056,0,10,3,74.68,0.84,6.495545732432452,40.927666516547006,0
27812,27813,19,Male,India,Laptop,38.06,11.73,4,26.08142284030924,332.38596978392684,7,3,1,82.63,0.91,6.780929848919635,46.69926396555123,0
27813,27814,42,Male,India,Laptop,58.69,10.84,2,49.76168370178169,147.01550937774178,4,4,1,73.78,0.93,4.987077546888709,48.1814712990162,0
27815,27816,36,Female,USA,Mobile,35.56,15.19,12,15.05119245373723,122.55364388278709,5,5,4,74.02,0.6,6.969768219413934,46.28368758777592,0
27816,27817,25,Male,Canada,Laptop,43.15,9.77,3,86.46756329993832,396.6551437477585,5,12,2,67.21,0.62,6.314275718738792,26.92212903381958,0
27817,27818,19,Female,India,Mobile,38.65,9.92,4,39.97282098799785,239.94153563671503,5,5,1,45.61,0.67,5.375707678183575,30.05304599450104,0
27818,27819,36,Male,India,Tablet,45.25,14.74,2,35.19348891844162,189.1075323404188,5,2,3,34.41,0.81,6.967537661702094,13.49683586491793,0
27819,27820,18,Male,USA,Laptop,60.94,10.65,10,25.284128062035517,298.6719906492254,4,5,3,61.04,0.74,6.088359953246126,32.35751282507528,0
27822,27823,39,Female,India,Mobile,55.44,4.32,11,37.27536898613528,483.3270088196196,2,6,1,97.0,0.46,4.312635044098099,52.95429096901863,1
27826,27827,37,Female,Canada,Tablet,26.49,6.31,13,57.66081083870168,402.24560669046775,4,13,3,64.45,0.95,5.304228033452338,23.92653396459488,0
27827,27828,34,Male,India,Tablet,38.96,-1.83,10,31.88993408313152,294.9050963945931,5,14,4,103.26,0.99,2.7255254819729657,55.135327396638296,0
27829,27830,26,Male,Canada,Mobile,61.76,8.0,6,48.12213081803182,207.81201813219693,7,14,7,83.41,0.67,6.239060090660985,38.79134158858927,0
27833,27834,34,Female,Canada,Mobile,13.23,5.23,13,32.738138941739486,169.14685999392992,3,13,7,67.68,0.77,4.41473429996965,35.76040389461871,0
27835,27836,38,Male,Canada,Tablet,12.6,3.65,12,15.123784396873674,108.00039531402942,0,5,6,45.23,0.95,2.835001976570147,22.343623285922725,0
27837,27838,38,Female,Canada,Tablet,39.32,12.57,4,40.57157402342317,380.58894776616063,8,7,5,66.24,0.45,8.273944738830803,37.13486505192922,1
27840,27841,33,Male,USA,Mobile,35.93,-1.12,9,59.13264333564798,355.2265144265948,3,2,6,62.91,0.56,3.2401325721329743,31.03632181485868,1
27841,27842,39,Female,Canada,Tablet,45.9,19.63,10,33.69299550572131,329.7508056177833,2,2,5,58.19,0.81,8.937754028088916,30.548633565351025,0
27843,27844,19,Female,India,Laptop,47.7,9.7,14,43.48923756303689,122.9607707640605,6,0,3,67.66,0.9,5.324803853820303,42.68610926822684,0
27844,27845,34,Male,USA,Mobile,58.42,13.31,12,50.76020403655441,413.8508546186724,0,8,1,66.32,0.46,6.262254273093363,42.89508921852095,1
27846,27847,35,Female,USA,Tablet,68.04,13.01,11,31.511875953825918,326.048028462229,6,4,1,57.94,1.0,6.933240142311145,34.89578872119876,0
27847,27848,46,Female,USA,Tablet,29.72,9.23,1,18.64311566161986,246.26900520766492,2,3,7,59.23,0.65,5.800345026038325,21.66592188174342,0
27849,27850,23,Female,India,Laptop,37.21,6.73,5,76.92314556100311,136.31104291613858,1,5,1,57.73,0.81,3.100555214580693,32.64419677563131,0
27850,27851,49,Male,Canada,Mobile,30.61,5.71,6,56.66307378014325,317.4073047631223,4,4,7,57.75,0.94,5.500036523815612,23.274210310498496,0
27852,27853,33,Male,India,Laptop,46.44,19.93,1,30.545027205309708,378.1416384322112,6,1,4,66.03,0.81,9.869708192161056,33.445717979376866,0
27854,27855,22,Male,India,Laptop,51.23,12.76,9,40.67822593257242,461.8656756924428,8,11,6,73.5,0.92,8.937328378462215,43.14150403559664,0
27855,27856,29,Female,Canada,Tablet,26.85,3.05,9,26.6622940998332,98.50013218178528,7,2,6,90.53,0.67,4.007500660908927,42.5743258276399,0
27856,27857,45,Male,India,Tablet,37.41,13.3,13,31.7075785280701,291.48502125980104,2,12,3,60.18,0.81,6.447425106299006,24.52264125251109,0
27858,27859,23,Male,India,Mobile,37.68,7.04,2,41.3954749527325,349.1613065798135,7,0,7,59.57,0.6,6.657806532899069,27.223324035122065,0
27860,27861,43,Female,USA,Tablet,44.28,13.84,2,26.282132541262776,221.24349275324784,1,1,6,55.55,0.42,6.65821746376624,24.98370099430192,1
27861,27862,40,Male,USA,Laptop,42.29,14.82,6,66.08286886571047,240.63195509443204,4,0,6,70.12,0.84,7.64915977547216,40.5979430486528,0
27867,27868,26,Male,Canada,Laptop,51.43,12.3,4,40.84151297959547,313.825615429978,1,7,7,99.93,0.75,6.85912807714989,50.966100889229175,0
27871,27872,25,Male,Canada,Mobile,51.67,17.33,11,23.396793021937675,290.09836191123725,2,3,2,43.37,0.97,7.449491809556186,28.039007800287152,0
27873,27874,49,Male,USA,Laptop,52.76,12.62,6,65.23832927056725,-56.1417713892273,2,6,5,74.71,0.43,4.905291143053863,38.83533776224846,1
27875,27876,21,Female,USA,Mobile,58.56,9.29,11,49.58125550404601,317.065117949995,5,0,5,69.59,0.49,6.372325589749974,30.585020175209326,1
27879,27880,30,Male,Canada,Mobile,27.73,10.56,14,31.263550352455887,177.88512399451537,4,2,5,100.0,0.52,5.8574256199725765,41.38441577883575,1
27881,27882,22,Female,USA,Laptop,84.08,8.02,8,35.35882895642731,511.9780908953859,3,2,3,62.55,0.9,6.165890454476928,34.55480309584949,0
27883,27884,19,Female,USA,Laptop,75.18,10.52,7,51.95705746075256,276.5387313440235,1,1,1,72.11,0.88,4.938693656720117,39.90313519583366,0
27885,27886,18,Female,USA,Tablet,55.95,13.59,12,35.494765043549336,412.57415719371744,1,2,1,64.66,0.43,6.539870785968588,31.74549335304813,1
27890,27891,31,Female,India,Tablet,18.32,6.42,10,41.83139631363586,360.9781880659958,1,7,1,75.42,0.94,4.130890940329979,32.2804725567971,0
27891,27892,30,Male,USA,Laptop,62.73,15.6,2,35.427973970033726,370.2434906363111,1,1,7,58.95,0.97,8.131217453181556,41.17466779727222,0
27892,27893,49,Male,USA,Laptop,55.3,15.97,9,4.047845995559676,368.52392705462177,5,0,2,94.79,0.42,8.033619635273109,41.07035333095294,1
27893,27894,24,Female,USA,Laptop,30.4,13.13,8,39.27634910964198,223.43429563369503,8,4,5,77.07,0.61,7.656171478168474,48.68397250857542,0
27895,27896,35,Female,Canada,Mobile,59.16,3.36,7,7.838686543557259,216.12862977235585,6,12,7,76.36,0.69,4.68864314886178,44.46302996607359,0
27896,27897,24,Male,Canada,Tablet,52.13,13.15,12,28.01457501884897,366.6638936630377,1,13,6,66.76,0.73,7.1783194683151885,28.810775399132737,0
27897,27898,37,Male,Canada,Laptop,63.24,15.06,8,53.19855550056142,406.7207104392586,1,9,7,48.6,0.53,8.151603552196292,26.258167901676053,1
27901,27902,48,Female,Canada,Tablet,44.53,17.74,2,41.04030950364421,325.71599568350035,4,4,5,30.1,0.93,8.750579978417502,16.231971749993207,0
27902,27903,36,Female,India,Laptop,37.81,13.14,9,7.086899327925707,254.93264121727,2,11,5,65.46,0.81,6.616663206086351,25.362875847482524,0
27904,27905,45,Female,USA,Mobile,33.21,14.53,12,29.2866641071027,432.0718239518761,4,12,7,92.68,0.93,8.71935911975938,53.5080565984888,0
27905,27906,18,Female,Canada,Mobile,30.58,16.66,4,53.16218719023897,331.2846065367869,0,10,2,68.11,0.77,7.054423032683936,39.434314353817456,0
27906,27907,38,Female,India,Mobile,35.93,11.5,13,32.91702837734376,274.6522179940186,7,1,7,80.89,0.64,7.623261089970093,42.22723951143113,0
27907,27908,48,Female,USA,Tablet,50.99,12.04,3,47.84644038460063,314.27794867509897,4,7,1,30.61,0.62,6.183389743375495,19.788169028934384,0
27908,27909,46,Female,USA,Tablet,42.05,15.12,4,14.176228128569376,229.5405254747326,9,10,4,63.93,0.88,8.283702627373662,37.61085582164371,0
27910,27911,18,Male,India,Tablet,61.54,6.11,11,58.169981767726696,112.24737491985294,7,11,6,62.12,0.59,4.994236874599265,41.619229963797146,1
27911,27912,47,Male,Canada,Mobile,69.42,12.63,2,30.586677606958304,256.9921749958238,1,2,2,73.31,0.83,5.67396087497912,23.64986689367786,0
27912,27913,26,Female,Canada,Laptop,59.0,6.31,3,34.62289143644018,275.1293853226063,1,8,3,94.25,0.7,4.068646926613031,44.57807269130296,0
27914,27915,38,Female,India,Laptop,40.47,7.24,7,55.18501562433019,162.31367528942897,2,0,6,62.76,0.64,4.583568376447145,23.54318676711009,0
27915,27916,26,Male,USA,Tablet,48.26,5.71,1,40.640133350679136,429.1005030013577,3,6,2,64.49,0.93,4.858502515006789,38.97763955826794,0
27920,27921,40,Female,USA,Tablet,56.07,9.61,3,42.63487949118345,486.30795944489074,0,10,2,83.54,0.58,5.714539797224454,33.79175579027614,1
27921,27922,28,Male,USA,Laptop,75.96,10.22,10,24.880871337201626,386.5520159779703,3,13,4,55.13,0.76,6.398760079889851,29.69411968367365,0
27925,27926,43,Male,USA,Mobile,33.32,9.28,5,60.58670602573064,167.08657504293654,3,3,1,67.99,0.61,4.4194328752146825,38.50640614742686,0
27926,27927,25,Male,Canada,Laptop,55.48,16.96,6,53.7373201636659,307.86422088722566,0,14,1,79.56,0.64,6.827321104436129,31.72166504447323,0
27927,27928,37,Female,Canada,Tablet,70.77,8.58,5,34.900067018195855,327.9066593520505,7,10,5,59.64,0.72,6.613533296760253,30.293636185825555,0
27928,27929,29,Female,Canada,Mobile,46.45,11.31,14,21.60299909955125,357.7826492323343,0,6,6,52.31,0.46,6.381913246161671,28.282796042696223,1
27932,27933,21,Female,India,Mobile,53.38,8.98,9,77.56240730053696,419.9906384718819,6,5,7,68.01,0.9,7.393953192359409,33.4057368773412,0
27933,27934,32,Female,India,Tablet,60.83,7.18,2,56.946469806970285,289.26780271104514,1,3,7,58.73,0.47,5.200339013555226,26.075926039559768,1
27936,27937,44,Female,Canada,Tablet,61.43,11.35,13,31.22098904702893,348.2678560810177,9,5,2,70.45,0.46,7.346339280405089,38.38772145072825,1
27940,27941,45,Female,Canada,Tablet,77.13,8.87,11,16.71163461024342,387.65781601079686,3,10,2,74.95,0.75,5.599289080053984,37.242039104821295,0
27941,27942,20,Female,India,Tablet,29.26,10.9,6,53.74053454447293,269.18786396706287,3,12,6,45.47,0.89,6.4159393198353145,23.592108451117777,0
27945,27946,48,Female,Canada,Laptop,46.08,7.98,11,45.33789550038137,530.4705115908126,2,5,3,49.78,0.42,6.046352557954064,34.782989835864626,1
27949,27950,36,Female,India,Laptop,23.77,2.74,12,56.77079524208324,277.59561826029744,4,7,1,90.65,0.61,3.209978091301487,47.60570420146971,0
27951,27952,27,Male,USA,Mobile,53.38,7.84,11,37.64080473720198,339.5380889806793,5,8,1,54.65,0.93,5.249690444903396,30.530036601576175,0
27955,27956,46,Female,Canada,Tablet,54.58,8.32,10,78.2032127957456,118.16431321961667,2,14,2,80.55,0.76,3.8868215660980834,37.54454310513039,0
27956,27957,28,Female,Canada,Tablet,48.71,7.7,2,33.54952886718227,146.4336040964723,9,0,2,52.1,0.76,5.242168020482362,28.69168903263742,0
27958,27959,48,Male,India,Tablet,52.76,14.75,4,48.87614367596568,221.9622830501,3,11,3,70.73,0.43,6.734811415250499,42.80331127376656,1
27959,27960,48,Female,USA,Tablet,42.06,10.12,13,22.67077241947762,429.96295990176407,6,6,7,77.96,0.6,7.78581479950882,40.511891846687966,0
